"GRAND OPENING OF LOTUS VILLAGE; Congressional Record Vol. 164, No. 57",https://www.congress.gov/congressional-record/volume-164/issue-57/house-section/article/H3083-2,04/10/2018,,164,57,H3083
"DEBT CEILING; Congressional Record Vol. 159, No. 146",https://www.congress.gov/congressional-record/volume-159/issue-146/house-section/article/H6601-3,10/15/2013,,159,146,H6601
"FLORIDA KEYS OUTREACH COALITION CELEBRATES 20TH ANNIVERSARY; Congressional Record Vol. 158, No. 31",https://www.congress.gov/congressional-record/volume-158/issue-31/house-section/article/H975-1,02/28/2012,,158,31,H975
"IN RECOGNITION OF TRANSITIONAL HOUSING INCORPORATED; Congressional Record Vol. 153, No. 112",https://www.congress.gov/congressional-record/volume-153/issue-112/extensions-of-remarks-section/article/E1507-2,07/13/2007,,153,112,E1507
"THE TRAVELERS AID SOCIETY OF DETROIT; Congressional Record Vol. 142, No. 24",https://www.congress.gov/congressional-record/volume-142/issue-24/senate-section/article/S1372-1,02/27/1996,,142,24,S1372
"Daily Digest/House Committee Meetings; Congressional Record Vol. 167, No. 105",https://www.congress.gov/congressional-record/volume-167/issue-105/daily-digest/article/D657-1,06/16/2021,,167,105,D657
"Daily Digest/Senate Committee Meetings; Congressional Record Vol. 156, No. 47",https://www.congress.gov/congressional-record/volume-156/issue-47/daily-digest/article/D334-1,03/24/2010,,156,47,D334
"IN RECOGNITION OF ST. HERMAN'S HOUSE OF HOSPITALITY; Congressional Record Vol. 153, No. 145",https://www.congress.gov/congressional-record/volume-153/issue-145/extensions-of-remarks-section/article/E2000-1,09/27/2007,,153,145,E2000
"JEFF MILLER AND RICHARD BLUMENTHAL VETERANS HEALTH CARE AND BENEFITS IMPROVEMENT ACT OF 2016; Congressional Record Vol. 162, No. 175",https://www.congress.gov/congressional-record/volume-162/issue-175/house-section/article/H7221-1,12/06/2016,,162,175,H7221
"VETERANS' BENEFITS ACT OF 2010; Congressional Record Vol. 156, No. 133",https://www.congress.gov/congressional-record/volume-156/issue-133/house-section/article/H7321-1,09/29/2010,,156,133,H7321
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 161, No. 13",https://www.congress.gov/congressional-record/volume-161/issue-13/senate-section/article/S541-5,01/27/2015,,161,13,S541
"Daily Digest/House Committee Meetings; Congressional Record Vol. 155, No. 154",https://www.congress.gov/congressional-record/volume-155/issue-154/daily-digest/article/D1217-1,10/22/2009,,155,154,D1217
"THE REPUBLICAN CONTRACT WITH AMERICA: CITIZENS ARE SPEAKING OUT; Congressional Record Vol. 141, No. 58",https://www.congress.gov/congressional-record/volume-141/issue-58/extensions-of-remarks-section/article/E728-4,03/29/1995,,141,58,E728
,https://www.congress.gov/bound-congressional-record/1990/10/10/136/house-section/article/28246-28449,10/10/1990,,136,,28246-28449
"Daily Digest/House Committee Meetings; Congressional Record Vol. 160, No. 151",https://www.congress.gov/congressional-record/volume-160/issue-151/daily-digest/article/D1121-1,12/11/2014,,160,151,D1121
"THE REAL VICTIMS OF SEQUESTRATION; Congressional Record Vol. 158, No. 160",https://www.congress.gov/congressional-record/volume-158/issue-160/house-section/article/H6706-1,12/12/2012,,158,160,H6706
"HONORING VERDIA L. HAYWOOD ON HIS RETIREMENT FROM FAIRFAX COUNTY, VA; Congressional Record Vol. 156, No. 2",https://www.congress.gov/congressional-record/volume-156/issue-2/extensions-of-remarks-section/article/E13-3,01/12/2010,,156,2,E13
"SENATE RESOLUTION 96--TO EXPRESS THE SENSE OF THE SENATE THAT THE FEDERAL INVESTMENT IN PROGRAMS THAT PROVIDE HEALTH CARE SERVICES TO UNINSURED AND LOW-INCOME INDIVIDUALS IN MEDICALLY UNDERSERVED...; Congressional Record Vol. 149, No. 45",https://www.congress.gov/congressional-record/volume-149/issue-45/senate-section/article/S4179-2,03/20/2003,,149,45,S4179
"TRIBUTE TO THE HONORABLE JESSE BROWN; Congressional Record Vol. 143, No. 93",https://www.congress.gov/congressional-record/volume-143/issue-93/senate-section/article/S6779-2,06/27/1997,,143,93,S6779
"Text of Senate Amendment 2196; Congressional Record Vol. 170, No. 114",https://www.congress.gov/congressional-record/volume-170/issue-114/senate-section/article/S4489-3,07/10/2024,,170,114,S4489
"BEYONDHOME; Congressional Record Vol. 166, No. 17",https://www.congress.gov/congressional-record/volume-166/issue-17/extensions-of-remarks-section/article/E79-4,01/27/2020,,166,17,E79
"SISTER MARY SCULLION; Congressional Record Vol. 164, No. 40",https://www.congress.gov/congressional-record/volume-164/issue-40/house-section/article/H1467-6,03/07/2018,,164,40,H1467
"2017 WOMAN OF THE YEAR AWARD WINNER--TRANINE CHISOM; Congressional Record Vol. 163, No. 181",https://www.congress.gov/congressional-record/volume-163/issue-181/extensions-of-remarks-section/article/E1523-2,11/07/2017,,163,181,E1523
"NATIVE AMERICAN HOUSING ASSISTANCE AND SELF-DETERMINATION ACT; Congressional Record Vol. 160, No. 147",https://www.congress.gov/congressional-record/volume-160/issue-147/house-section/article/H8368-4,12/04/2014,,160,147,H8368
"Text of Senate Amendment 477; Congressional Record Vol. 159, No. 42",https://www.congress.gov/congressional-record/volume-159/issue-42/senate-section/article/S2224-7,03/21/2013,,159,42,S2224
"IN HONOR OF MR. JIM SCHLECHT; Congressional Record Vol. 158, No. 60",https://www.congress.gov/congressional-record/volume-158/issue-60/extensions-of-remarks-section/article/E640-4,04/25/2012,,158,60,E640
"PUBLIC PAYS FOR BAD GOVERNMENT POLICY; Congressional Record Vol. 145, No. 56",https://www.congress.gov/congressional-record/volume-145/issue-56/house-section/article/H2276-5,04/22/1999,,145,56,H2276
"HONORING KENNY AND TRACEY BARR; Congressional Record Vol. 170, No. 37",https://www.congress.gov/congressional-record/volume-170/issue-37/extensions-of-remarks-section/article/E197-4,02/29/2024,,170,37,E197
"ALTERNATIVE SPRING BREAK; Congressional Record Vol. 153, No. 49",https://www.congress.gov/congressional-record/volume-153/issue-49/extensions-of-remarks-section/article/E593-2,03/21/2007,,153,49,E593
"Text of Senate Amendment 157; Congressional Record Vol. 171, No. 33",https://www.congress.gov/congressional-record/volume-171/issue-33/senate-section/article/S1052-5,02/19/2025,,171,33,S1052
"2017 WOMAN OF THE YEAR AWARD WINNER--BECKY MARIGO; Congressional Record Vol. 163, No. 177",https://www.congress.gov/congressional-record/volume-163/issue-177/extensions-of-remarks-section/article/E1477-6,11/01/2017,,163,177,E1477
"HONORING MARCELLA BARNES; Congressional Record Vol. 163, No. 150",https://www.congress.gov/congressional-record/volume-163/issue-150/extensions-of-remarks-section/article/E1237-2,09/18/2017,,163,150,E1237
"75TH ANNIVERSARY OF THE CATHOLIC CHARITIES OF SOUTHERN NEVADA; Congressional Record Vol. 162, No. 133",https://www.congress.gov/congressional-record/volume-162/issue-133/senate-section/article/S5241-2,09/06/2016,,162,133,S5241
"CUTS TO THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM; Congressional Record Vol. 159, No. 123",https://www.congress.gov/congressional-record/volume-159/issue-123/house-section/article/H5624-4,09/18/2013,,159,123,H5624
"WOMEN'S LUNCH PLACE IN BOSTON; Congressional Record Vol. 153, No. 166",https://www.congress.gov/congressional-record/volume-153/issue-166/senate-section/article/S13573-2,10/30/2007,,153,166,S13573
"TRIBUTE TO ROBERT AND MEGAN TRINKLEY AND MISSION FIRST HOUSING GROUP VOLUNTEERS AND SUPPORTERS; Congressional Record Vol. 163, No. 37",https://www.congress.gov/congressional-record/volume-163/issue-37/house-section/article/H1489-4,03/02/2017,,163,37,H1489
"SALUTING THE 2001 JOHNSON COUNTY, KANSAS, YOUTH VOLUNTEER AWARD RECIPIENTS; Congressional Record Vol. 147, No. 57",https://www.congress.gov/congressional-record/volume-147/issue-57/extensions-of-remarks-section/article/E676-4,05/01/2001,,147,57,E676
"EXPRESSING SORROW OF THE HOUSE AT THE DEATH OF THE HONORABLE BRUCE VENTO, MEMBER OF CONGRESS FROM THE STATE OF MINNESOTA; Congressional Record Vol. 146, No. 127",https://www.congress.gov/congressional-record/volume-146/issue-127/extensions-of-remarks-section/article/E1761-1,10/12/2000,,146,127,E1761
"CALIFORNIA LEADS THE NATION; Congressional Record Vol. 170, No. 142",https://www.congress.gov/congressional-record/volume-170/issue-142/house-section/article/H5217-4,09/12/2024,,170,142,H5217
"Introductory Statement on S. 1069; Congressional Record Vol. 145, No. 72",https://www.congress.gov/congressional-record/volume-145/issue-72/senate-section/article/S5493-1,05/18/1999,,145,72,S5493
"THE ORPHAN FOUNDATION: MAKING A DIFFERENCE IN THE LIVES OF YOUTH; Congressional Record Vol. 144, No. 105",https://www.congress.gov/congressional-record/volume-144/issue-105/extensions-of-remarks-section/article/E1476-3,07/30/1998,,144,105,E1476
"WEST LOS ANGELES LEASING ACT OF 2016; Congressional Record Vol. 162, No. 137",https://www.congress.gov/congressional-record/volume-162/issue-137/house-section/article/H5274-1,09/12/2016,,162,137,H5274
"Text of Senate Amendment 2742; Congressional Record Vol. 155, No. 165",https://www.congress.gov/congressional-record/volume-155/issue-165/senate-section/article/S11256-7,11/06/2009,,155,165,S11256
"CONGRATULATING MS. GWENDOLYN MASTIN; Congressional Record Vol. 150, No. 85",https://www.congress.gov/congressional-record/volume-150/issue-85/extensions-of-remarks-section/article/E1178-1,06/18/2004,,150,85,E1178
"SAFE AND AFFORDABLE HOUSING; Congressional Record Vol. 141, No. 121",https://www.congress.gov/congressional-record/volume-141/issue-121/house-section/article/H7557-1,07/25/1995,,141,121,H7557
"RELIGIOUS FREEDOM; Congressional Record Vol. 160, No. 104",https://www.congress.gov/congressional-record/volume-160/issue-104/senate-section/article/S4205-1,07/07/2014,,160,104,S4205
"IN HONOR AND RECOGNITION OF CLEVELAND MAYOR FRANK JACKSON; Congressional Record Vol. 156, No. 83",https://www.congress.gov/congressional-record/volume-156/issue-83/extensions-of-remarks-section/article/E989-2,05/28/2010,,156,83,E989
"RECOGNITION OF DR. GREG ROTH; Congressional Record Vol. 141, No. 107",https://www.congress.gov/congressional-record/volume-141/issue-107/extensions-of-remarks-section/article/E1348-3,06/28/1995,,141,107,E1348
"RECOGNIZING ALEX LESSER, SAM DIXON, AND JOSH FIXLER; Congressional Record Vol. 158, No. 15",https://www.congress.gov/congressional-record/volume-158/issue-15/extensions-of-remarks-section/article/E101-1,01/31/2012,,158,15,E101
"Daily Digest/Senate; Congressional Record Vol. 156, No. 62",https://www.congress.gov/congressional-record/volume-156/issue-62/daily-digest/article/D459-1,04/29/2010,,156,62,D459
"TRIBUTE TO BARRY FEAKER; Congressional Record Vol. 168, No. 43",https://www.congress.gov/congressional-record/volume-168/issue-43/senate-section/article/S1114-4,03/10/2022,,168,43,S1114
"HONORING RAYMOND G. BOLAND; Congressional Record Vol. 149, No. 138",https://www.congress.gov/congressional-record/volume-149/issue-138/extensions-of-remarks-section/article/E1957-2,10/02/2003,,149,138,E1957
"HONORING 9-YEAR-OLD BETHANY MOULTRY FOR HER DEDICATION TO COMMUNITY; Congressional Record Vol. 170, No. 42",https://www.congress.gov/congressional-record/volume-170/issue-42/house-section/article/H1049-3,03/08/2024,,170,42,H1049
"HONORING THE 2023 WOMEN OF THE YEAR: MAYOR CATHERINE MOY; Congressional Record Vol. 169, No. 165",https://www.congress.gov/congressional-record/volume-169/issue-165/extensions-of-remarks-section/article/E945-1,10/10/2023,,169,165,E945
"RECOGNIZING STUDENTS AT CONRAD WEISER HIGH SCHOOL FOR SUCCESS IN C-SPAN STUDENT CAM 2019; Congressional Record Vol. 165, No. 65",https://www.congress.gov/congressional-record/volume-165/issue-65/extensions-of-remarks-section/article/E470-3,04/15/2019,,165,65,E470
"HONORING DUANA BREMER; Congressional Record Vol. 165, No. 53",https://www.congress.gov/congressional-record/volume-165/issue-53/extensions-of-remarks-section/article/E359-2,03/27/2019,,165,53,E359
"HONORING VICTORIA GONZALEZ FOR RECEIVING THE GIRL SCOUT GOLD AWARD; Congressional Record Vol. 164, No. 23",https://www.congress.gov/congressional-record/volume-164/issue-23/extensions-of-remarks-section/article/E146-6,02/06/2018,,164,23,E146
"HABITAT FOR HUMANITY HELPS VETERANS; Congressional Record Vol. 163, No. 85",https://www.congress.gov/congressional-record/volume-163/issue-85/house-section/article/H4231-1,05/17/2017,,163,85,H4231
"Text of Senate Amendment 2020; Congressional Record Vol. 161, No. 95",https://www.congress.gov/congressional-record/volume-161/issue-95/senate-section/article/S4143-2,06/15/2015,,161,95,S4143
"PROTECTING THE VICTIMS OF CHILD SEX TRAFFICKING; Congressional Record Vol. 161, No. 13",https://www.congress.gov/congressional-record/volume-161/issue-13/extensions-of-remarks-section/article/E125-4,01/27/2015,,161,13,E125
"Text of Senate Amendment 2023; Congressional Record Vol. 159, No. 157",https://www.congress.gov/congressional-record/volume-159/issue-157/senate-section/article/S7885-2,11/06/2013,,159,157,S7885
"HONORING SISTER MARY ALICE MURPHY; Congressional Record Vol. 157, No. 119",https://www.congress.gov/congressional-record/volume-157/issue-119/extensions-of-remarks-section/article/E1479-3,08/01/2011,,157,119,E1479
"ACTION IN COMMUNITY THROUGH SERVICE; Congressional Record Vol. 155, No. 21",https://www.congress.gov/congressional-record/volume-155/issue-21/extensions-of-remarks-section/article/E189-2,02/03/2009,,155,21,E189
"IN RECOGNITION OF NORTH BAY STAND DOWN 2002; Congressional Record Vol. 148, No. 91",https://www.congress.gov/congressional-record/volume-148/issue-91/extensions-of-remarks-section/article/E1222-1,07/09/2002,,148,91,E1222
"HONORING LEE ROSENBERG; Congressional Record Vol. 144, No. 152",https://www.congress.gov/congressional-record/volume-144/issue-152/extensions-of-remarks-section/article/E2309-2,11/12/1998,,144,152,E2309
"IN RECOGNITION OF PEGGY POSA; Congressional Record Vol. 144, No. 5",https://www.congress.gov/congressional-record/volume-144/issue-5/senate-section/article/S329-2,02/03/1998,,144,5,S329
"TRIBUTE TO EMILY KUMPEL; Congressional Record Vol. 141, No. 194",https://www.congress.gov/congressional-record/volume-141/issue-194/extensions-of-remarks-section/article/E2315-3,12/07/1995,,141,194,E2315
"TRANSITIONAL HOUSING FOR RECOVERY IN VIABLE ENVIRONMENTS DEMONSTRATION PROGRAM ACT; Congressional Record Vol. 164, No. 99",https://www.congress.gov/congressional-record/volume-164/issue-99/house-section/article/H5172-1,06/14/2018,,164,99,H5172
"IN RECOGNITION OF THE VOLUNTEERS OF THE SHELTER ASSOCIATION OF WASHTENAW COUNTY FOR THEIR EXEMPLARY SERVICE; Congressional Record Vol. 165, No. 134",https://www.congress.gov/congressional-record/volume-165/issue-134/extensions-of-remarks-section/article/E1043-2,08/09/2019,,165,134,E1043
"IN RECOGNITION OF MERCY PEDALERS 1ST ANNIVERSARY; Congressional Record Vol. 164, No. 156",https://www.congress.gov/congressional-record/volume-164/issue-156/extensions-of-remarks-section/article/E1268-1,09/20/2018,,164,156,E1268
"HONORING THE LOUIS STOKES CLEVELAND VETERANS AFFAIRS MEDICAL CENTER; Congressional Record Vol. 149, No. 141",https://www.congress.gov/congressional-record/volume-149/issue-141/extensions-of-remarks-section/article/E2019-2,10/08/2003,,149,141,E2019
"HONORING THE CITIZENS ADVICE BUREAU; Congressional Record Vol. 143, No. 155",https://www.congress.gov/congressional-record/volume-143/issue-155/extensions-of-remarks-section/article/E2218-1,11/07/1997,,143,155,E2218
"AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS ACT OF 2012; Congressional Record Vol. 157, No. 155",https://www.congress.gov/congressional-record/volume-157/issue-155/senate-section/article/S6575-2,10/17/2011,,157,155,S6575
"AMENDMENTS; Congressional Record Vol. 143, No. 54",https://www.congress.gov/congressional-record/volume-143/issue-54/house-section/article/H2092-1,04/30/1997,,143,54,H2092
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 149, No. 127",https://www.congress.gov/congressional-record/volume-149/issue-127/senate-section/article/S11569-1,09/16/2003,,149,127,S11569
"MILITARY CONSTRUCTION, VETERANS AFFAIRS AND RELATED AGENCIES APPROPRIATIONS ACT, 2010; Congressional Record Vol. 155, No. 167",https://www.congress.gov/congressional-record/volume-155/issue-167/senate-section/article/S11265-2,11/09/2009,,155,167,S11265
"THE RELIGIOUS LAND USE AND INSTITUTIONALIZED PERSONS ACT OF 2000; Congressional Record Vol. 146, No. 114",https://www.congress.gov/congressional-record/volume-146/issue-114/extensions-of-remarks-section/article/E1564-1,09/22/2000,,146,114,E1564
